player,age,G,GS,MP,FG,FGA,FG_per,3P,3PA,3P_per,2P,2PA,2P_per,FT,FTA,FT_per,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS_per_36,team
Klay Thompson,27,73,73,2506,8.3,16.9,.488,3.3,7.5,.440,5.0,9.5,.526,1.2,1.4,.837,0.4,3.5,4.0,2.7,0.8,0.5,1.8,1.7,21.0,GSW
Kevin Durant,29,68,68,2325,9.8,18.9,.516,2.7,6.4,.419,7.1,12.5,.565,5.6,6.3,.889,0.5,6.7,7.2,5.7,0.8,1.8,3.2,2.1,27.7,GSW
Draymond Green,27,70,70,2287,4.4,9.7,.454,1.2,4.0,.301,3.2,5.7,.562,2.1,2.7,.775,1.2,7.2,8.4,8.0,1.5,1.4,3.2,2.9,12.2,GSW
Stephen Curry,29,51,51,1631,9.4,19.1,.495,4.7,11.1,.423,4.8,8.0,.595,6.1,6.7,.921,0.8,5.0,5.8,6.8,1.8,0.2,3.4,2.5,29.7,GSW
Andre Iguodala,34,64,7,1622,3.3,7.1,.463,0.7,2.6,.282,2.6,4.5,.567,1.2,1.9,.632,1.1,4.4,5.5,4.7,1.2,0.8,1.5,2.2,8.5,GSW
Nick Young,32,80,8,1393,5.2,12.6,.412,3.2,8.4,.377,2.0,4.2,.481,1.4,1.7,.862,0.5,2.7,3.2,0.9,1.0,0.2,1.0,2.6,15.0,GSW
Shaun Livingston,32,71,7,1129,5.5,10.9,.501,0.0,0.2,.000,5.5,10.8,.509,1.6,1.9,.820,1.0,3.2,4.2,4.5,1.1,0.7,1.8,3.7,12.6,GSW
David West,37,73,0,999,7.8,13.6,.571,0.1,0.3,.375,7.7,13.3,.576,2.2,2.8,.759,2.3,6.3,8.6,5.0,1.7,2.7,2.9,4.3,17.8,GSW
Zaza Pachulia,33,69,57,972,5.5,9.8,.564,0.0,0.0,.000,5.5,9.7,.567,2.8,3.4,.806,3.3,8.6,11.9,4.0,1.4,0.6,2.7,4.5,13.8,GSW
Patrick McCaw,22,57,10,961,3.4,8.4,.409,0.7,3.0,.238,2.7,5.4,.503,1.0,1.3,.765,0.6,2.5,3.1,3.0,1.6,0.4,1.5,2.5,8.6,GSW
Kevon Looney,21,66,4,910,4.4,7.6,.580,0.0,0.2,.200,4.4,7.4,.590,1.7,3.0,.545,3.3,5.2,8.5,1.7,1.3,2.2,1.2,4.2,10.6,GSW
Jordan Bell,23,57,13,809,5.2,8.2,.627,0.0,0.2,.000,5.2,8.1,.641,1.3,2.0,.682,2.7,6.5,9.2,4.5,1.6,2.5,2.3,4.1,11.7,GSW
Quinn Cook,24,33,18,740,5.9,12.3,.484,2.2,5.1,.442,3.7,7.2,.514,1.1,1.2,.880,0.5,3.5,4.0,4.3,0.6,0.0,1.6,2.9,15.2,GSW
Omri Casspi,29,53,7,740,5.8,10.1,.580,0.5,1.1,.455,5.4,9.0,.595,2.4,3.4,.725,1.5,8.3,9.7,2.5,0.9,0.9,1.8,3.5,14.6,GSW
JaVale McGee,30,65,17,615,8.0,12.8,.621,0.0,0.4,.000,8.0,12.5,.638,2.2,3.0,.731,3.5,6.4,9.9,1.9,1.2,3.3,1.6,5.3,18.1,GSW
Damian Jones,22,15,0,89,4.4,8.9,.500,0.0,0.0,,4.4,8.9,.500,1.2,2.0,.600,2.0,3.6,5.7,0.8,0.4,1.2,1.6,5.7,10.1,GSW
Chris Boucher,25,1,0,1,0.0,36.0,.000,0.0,36.0,.000,0.0,0.0,,0.0,0.0,,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,GSW
DeMar DeRozan,28,80,80,2711,8.6,18.8,.456,1.2,3.8,.310,7.4,15.0,.494,6.1,7.4,.825,0.8,3.4,4.2,5.5,1.1,0.3,2.3,2.0,24.4,TOR
Kyle Lowry,31,78,78,2510,5.8,13.5,.427,3.4,8.5,.399,2.4,5.0,.474,3.2,3.7,.854,0.9,5.3,6.2,7.7,1.2,0.3,2.6,2.8,18.2,TOR
Serge Ibaka,28,76,76,2093,6.5,13.5,.483,1.8,5.1,.360,4.7,8.4,.559,1.6,2.0,.797,1.3,6.9,8.2,1.1,0.5,1.7,1.5,3.6,16.5,TOR
Jonas Valanciunas,25,77,77,1727,8.1,14.3,.568,0.6,1.5,.405,7.5,12.8,.587,3.5,4.4,.806,3.8,9.9,13.8,1.7,0.6,1.4,2.4,4.0,20.4,TOR
Pascal Siakam,23,81,5,1679,5.4,10.7,.508,0.6,2.8,.220,4.8,7.8,.612,1.2,1.9,.621,1.7,6.1,7.8,3.4,1.3,0.9,1.4,3.6,12.6,TOR
Jakob Poeltl,22,82,0,1524,6.0,9.1,.659,0.0,0.0,.500,6.0,9.0,.660,1.4,2.4,.594,3.9,5.4,9.3,1.3,0.9,2.4,2.0,5.0,13.4,TOR
Fred VanVleet,23,76,0,1520,5.5,12.9,.426,2.6,6.2,.414,2.9,6.7,.437,2.0,2.4,.832,0.6,3.8,4.4,5.8,1.6,0.5,1.8,3.1,15.5,TOR
OG Anunoby,20,74,62,1481,4.0,8.4,.471,1.8,4.8,.371,2.2,3.6,.604,0.9,1.5,.629,1.1,3.4,4.5,1.3,1.3,0.3,1.1,3.2,10.6,TOR
Delon Wright,25,69,4,1433,5.0,10.9,.465,1.4,3.8,.366,3.6,7.0,.520,2.4,2.9,.829,1.1,3.8,5.0,5.0,1.8,0.8,2.0,2.0,13.9,TOR
C.J. Miles,30,70,3,1337,6.1,16.1,.379,4.4,12.2,.361,1.7,3.9,.434,2.2,2.6,.835,0.5,3.6,4.1,1.5,1.0,0.6,1.1,3.6,18.8,TOR
Norman Powell,24,70,18,1062,5.1,12.7,.401,1.8,6.3,.285,3.3,6.4,.516,1.1,1.3,.821,0.5,3.6,4.0,3.0,1.3,0.5,2.2,3.8,13.1,TOR
Lucas Nogueira,25,49,3,418,4.2,6.9,.613,0.4,1.6,.263,3.8,5.3,.721,1.6,2.4,.679,1.6,5.9,7.5,1.9,2.0,3.7,1.4,4.2,10.5,TOR
Lorenzo Brown,27,14,0,139,3.6,8.8,.412,0.5,3.1,.167,3.1,5.7,.545,0.5,0.5,1.000,0.3,3.6,3.9,3.4,1.3,0.0,0.8,1.8,8.3,TOR
Malcolm Miller,24,15,4,126,3.7,8.0,.464,2.3,6.0,.381,1.4,2.0,.714,1.1,1.1,1.000,1.1,3.1,4.3,0.9,0.3,0.6,1.4,2.9,10.9,TOR
Alfonzo McKinnie,25,14,0,53,5.4,10.2,.533,2.0,6.1,.333,3.4,4.1,.833,1.4,2.0,.667,0.7,4.1,4.8,0.7,0.7,0.7,2.0,5.4,14.3,TOR
Bruno Caboclo,22,2,0,7,0.0,10.3,.000,0.0,10.3,.000,0.0,0.0,,0.0,0.0,,0.0,5.1,5.1,5.1,5.1,0.0,0.0,5.1,0.0,TOR
Nigel Hayes,23,2,0,6,12.0,12.0,1.000,12.0,12.0,1.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,36.0,TOR
Malachi Richardson,22,1,0,5,7.2,14.4,.500,0.0,7.2,.000,7.2,7.2,1.000,0.0,0.0,,0.0,7.2,7.2,0.0,0.0,0.0,0.0,0.0,14.4,TOR
Khris Middleton,26,82,82,2982,7.2,15.4,.466,1.8,4.9,.359,5.4,10.4,.517,3.9,4.4,.884,0.5,4.6,5.2,4.0,1.4,0.3,2.3,3.3,19.9,MIL
Giannis Antetokounmpo,23,75,75,2756,9.7,18.3,.529,0.6,1.8,.307,9.1,16.5,.554,6.4,8.4,.760,2.0,7.8,9.8,4.7,1.4,1.4,2.9,3.0,26.3,MIL
Eric Bledsoe,28,71,71,2239,7.3,15.3,.476,1.9,5.6,.349,5.3,9.7,.550,3.9,4.9,.795,0.8,3.7,4.5,5.8,2.3,0.6,3.3,2.9,20.4,MIL
Tony Snell,26,75,59,2053,3.2,7.5,.435,1.9,4.7,.403,1.4,2.8,.490,0.7,0.8,.792,0.2,2.3,2.5,1.7,0.8,0.5,0.6,2.0,9.0,MIL
John Henson,27,76,69,1970,5.2,9.2,.572,0.0,0.1,.143,5.2,9.0,.578,1.6,2.9,.570,2.7,6.6,9.4,2.1,0.8,2.0,1.5,3.7,12.2,MIL
Malcolm Brogdon,25,48,20,1436,6.1,12.6,.485,1.6,4.0,.385,4.6,8.6,.532,1.9,2.1,.882,0.6,3.3,3.9,3.8,1.0,0.3,1.7,3.2,15.7,MIL
Thon Maker,20,74,12,1238,3.8,9.2,.411,0.9,3.0,.298,2.9,6.2,.467,1.9,2.7,.699,2.2,4.4,6.5,1.3,1.1,1.5,1.3,4.7,10.4,MIL
Jason Terry,40,51,4,814,2.6,6.8,.383,1.8,5.1,.348,0.8,1.7,.487,0.4,0.4,.889,0.2,1.9,2.1,2.6,1.9,0.6,1.1,2.3,7.3,MIL
Sterling Brown,22,54,4,776,3.8,9.5,.400,1.5,4.2,.352,2.3,5.3,.439,1.0,1.1,.875,1.3,5.4,6.6,1.2,1.4,0.6,1.2,3.7,10.1,MIL
Jabari Parker,22,31,3,743,7.8,16.1,.482,1.5,3.9,.383,6.3,12.2,.514,1.9,2.6,.741,2.0,5.3,7.3,2.9,1.2,0.5,2.2,2.4,18.9,MIL
Matthew Dellavedova,27,38,3,712,2.8,7.7,.362,1.5,3.9,.372,1.3,3.7,.351,1.3,1.4,.926,0.7,2.5,3.2,7.3,0.7,0.0,2.5,3.4,8.3,MIL
DeAndre Liggins,29,31,1,480,1.6,4.9,.338,0.8,2.7,.306,0.8,2.2,.379,0.1,0.4,.400,0.4,3.3,3.7,2.0,2.0,0.7,1.0,4.6,4.3,MIL
Tyler Zeller,28,24,1,406,5.5,9.3,.590,0.0,0.2,.000,5.5,9.1,.602,1.5,1.7,.895,4.2,5.7,9.8,1.7,0.6,1.2,1.1,4.3,12.5,MIL
Brandon Jennings,28,14,0,205,4.7,12.6,.375,1.6,5.8,.273,3.2,6.8,.462,1.8,1.8,1.000,0.9,4.6,5.4,7.7,1.1,0.7,3.2,1.9,12.8,MIL
Sean Kilpatrick,28,23,0,205,5.4,14.4,.378,2.3,8.1,.283,3.2,6.3,.500,3.2,3.3,.947,0.2,4.2,4.4,2.6,0.9,0.2,1.6,2.6,16.3,MIL
Rashad Vaughn,21,22,0,173,4.4,10.4,.420,2.7,7.3,.371,1.7,3.1,.533,0.8,1.2,.667,0.4,3.1,3.5,2.5,0.8,0.6,0.8,2.5,12.3,MIL
Mirza Teletovic,32,10,0,159,5.7,12.9,.439,4.8,10.2,.467,0.9,2.7,.333,0.0,0.0,,0.7,4.5,5.2,2.3,0.9,0.2,1.6,3.2,16.1,MIL
Shabazz Muhammad,25,11,0,117,11.4,20.6,.552,0.9,2.5,.375,10.5,18.2,.576,5.2,5.8,.895,2.5,7.1,9.5,2.2,1.2,0.3,0.3,2.2,28.9,MIL
Gary Payton,25,12,6,106,4.4,11.2,.394,0.7,4.1,.167,3.7,7.1,.524,0.7,1.0,.667,1.4,4.4,5.8,3.1,1.0,0.3,1.0,5.8,10.2,MIL
Greg Monroe,27,5,0,79,7.3,15.0,.485,0.0,0.0,,7.3,15.0,.485,0.9,1.8,.500,2.7,8.7,11.4,2.3,0.0,0.0,2.7,3.2,15.5,MIL
D.J. Wilson,21,22,0,71,4.6,8.1,.563,1.0,2.5,.400,3.5,5.6,.636,0.5,1.0,.500,1.0,4.1,5.1,1.5,1.5,0.5,2.0,3.5,10.6,MIL
Marshall Plumlee,25,8,0,52,0.7,2.1,.333,0.0,0.0,,0.7,2.1,.333,8.3,11.1,.750,2.8,9.0,11.8,1.4,0.0,0.7,2.1,6.9,9.7,MIL
Joel Bolomboy,24,6,0,38,2.8,5.7,.500,0.0,0.9,.000,2.8,4.7,.600,2.8,5.7,.500,5.7,3.8,9.5,0.0,1.9,0.0,1.9,2.8,8.5,MIL
Xavier Munford,25,6,0,21,1.7,10.3,.167,0.0,3.4,.000,1.7,6.9,.250,1.7,3.4,.500,1.7,0.0,1.7,6.9,1.7,0.0,3.4,6.9,5.1,MIL
Ben Simmons,21,81,81,2732,7.2,13.2,.545,0.0,0.1,.000,7.2,13.0,.551,2.5,4.5,.560,1.9,6.8,8.7,8.7,1.8,0.9,3.7,2.8,16.9,PHI
Robert Covington,27,80,80,2532,4.9,11.9,.413,2.9,7.8,.369,2.0,4.1,.497,1.6,1.9,.853,0.8,5.4,6.2,2.2,1.9,1.0,1.8,3.4,14.3,PHI
Dario Saric,23,78,73,2310,6.3,13.9,.453,2.4,6.2,.393,3.8,7.7,.501,2.8,3.2,.860,2.4,5.7,8.1,3.1,0.8,0.3,2.3,2.5,17.8,PHI
J.J. Redick,33,70,70,2116,6.9,15.0,.460,3.3,7.8,.420,3.6,7.1,.504,3.4,3.7,.904,0.2,2.9,3.0,3.6,0.6,0.1,1.8,2.1,20.4,PHI
Joel Embiid,23,63,63,1912,9.6,19.9,.483,1.2,4.0,.308,8.4,15.9,.527,6.8,8.8,.769,2.7,10.3,13.0,3.7,0.8,2.1,4.4,3.9,27.2,PHI
T.J. McConnell,25,76,1,1706,4.4,8.9,.499,0.6,1.3,.435,3.9,7.6,.510,0.7,0.8,.795,0.8,4.0,4.8,6.4,1.9,0.3,2.4,2.6,10.1,PHI
Amir Johnson,30,74,18,1171,4.3,8.0,.538,0.3,1.0,.313,4.0,7.0,.570,1.6,2.6,.612,3.8,6.4,10.1,3.6,1.4,1.4,1.7,5.9,10.5,PHI
Jerryd Bayless,29,39,11,925,4.2,10.2,.416,2.1,5.7,.370,2.1,4.5,.474,1.4,1.7,.795,0.6,2.5,3.1,2.1,0.9,0.2,1.8,3.5,11.9,PHI
Timothe Luwawu-Cabarrot,22,52,7,807,4.5,11.9,.375,2.4,7.0,.335,2.1,4.9,.431,2.1,2.6,.793,0.6,2.6,3.2,2.4,0.5,0.2,1.7,4.3,13.3,PHI
Richaun Holmes,24,48,2,746,6.5,11.6,.560,0.2,1.5,.129,6.3,10.1,.624,1.8,2.7,.661,2.8,7.4,10.2,2.9,1.0,1.4,1.2,4.7,15.0,PHI
Marco Belinelli,31,28,1,737,6.7,13.6,.495,2.8,7.2,.385,4.0,6.4,.618,2.3,2.6,.870,0.3,2.2,2.5,2.2,1.0,0.4,2.0,2.4,18.6,PHI
Ersan Ilyasova,30,23,3,554,6.0,13.8,.439,1.9,5.4,.361,4.1,8.4,.488,2.1,2.9,.733,2.9,7.1,10.0,2.5,1.1,0.6,1.9,4.2,16.2,PHI
Justin Anderson,24,38,0,519,6.0,14.0,.431,2.4,7.1,.330,3.7,6.9,.535,1.9,2.6,.737,1.7,4.7,6.5,1.7,1.0,0.5,1.1,3.7,16.4,PHI
Trevor Booker,30,33,0,494,4.4,7.9,.560,0.1,0.5,.286,4.3,7.4,.578,2.3,2.8,.821,3.4,5.5,8.9,2.0,1.2,0.8,1.5,3.6,11.4,PHI
Markelle Fultz,19,14,0,253,6.4,15.8,.405,0.0,0.1,.000,6.4,15.7,.409,1.4,3.0,.476,1.6,4.6,6.1,7.5,1.7,0.6,2.4,3.1,14.2,PHI
Furkan Korkmaz,20,14,0,80,3.6,12.6,.286,2.3,7.7,.294,1.4,5.0,.273,0.9,1.8,.500,0.9,4.1,5.0,1.8,0.9,0.5,0.9,5.4,10.4,PHI
James Young,22,6,0,61,3.0,8.3,.357,1.8,5.9,.300,1.2,2.4,.500,2.4,3.5,.667,0.0,1.2,1.2,1.2,0.0,0.0,0.6,2.4,10.0,PHI
Nik Stauskas,24,6,0,45,0.8,3.2,.250,0.0,0.8,.000,0.8,2.4,.333,1.6,1.6,1.000,0.0,0.8,0.8,0.8,3.2,0.0,3.2,2.4,3.2,PHI
Jahlil Okafor,22,2,0,25,5.8,13.0,.444,0.0,0.0,,5.8,13.0,.444,2.9,5.8,.500,5.8,7.2,13.0,1.4,0.0,2.9,4.3,10.1,14.4,PHI
James Michael McAdoo,25,3,0,18,4.0,14.0,.286,4.0,14.0,.286,0.0,0.0,,4.0,4.0,1.000,0.0,4.0,4.0,0.0,0.0,2.0,2.0,2.0,16.0,PHI
Demetrius Jackson,23,3,0,17,6.4,8.5,.750,2.1,2.1,1.000,4.2,6.4,.667,2.1,4.2,.500,2.1,0.0,2.1,8.5,2.1,0.0,2.1,2.1,16.9,PHI
Larry Drew,27,3,0,15,2.4,16.8,.143,0.0,7.2,.000,2.4,9.6,.250,0.0,0.0,,2.4,0.0,2.4,4.8,0.0,0.0,2.4,4.8,4.8,PHI
Jacob Pullen,28,3,0,6,6.0,12.0,.500,0.0,6.0,.000,6.0,6.0,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0,PHI
Andre Drummond,24,78,78,2625,6.4,12.1,.529,0.0,0.2,.000,6.4,11.9,.536,3.3,5.4,.605,5.5,11.6,17.1,3.3,1.6,1.7,2.7,3.4,16.1,DET
Ish Smith,29,82,35,2043,6.9,14.1,.486,0.6,1.8,.347,6.2,12.3,.506,1.4,2.0,.698,0.5,3.5,3.9,6.3,1.1,0.4,1.9,2.5,15.8,DET
Stanley Johnson,21,69,50,1894,4.0,10.6,.375,1.3,4.4,.286,2.7,6.2,.439,2.1,2.8,.772,0.6,4.2,4.8,2.1,1.8,0.3,1.5,3.2,11.4,DET
Anthony Tolliver,32,79,14,1757,4.5,9.7,.464,3.3,7.5,.436,1.2,2.2,.561,2.2,2.7,.797,1.0,3.9,4.9,1.8,0.7,0.4,1.2,3.0,14.4,DET
Reggie Bullock,26,62,52,1732,5.5,11.3,.489,2.6,5.8,.445,3.0,5.5,.536,0.8,1.0,.796,0.6,2.6,3.2,2.0,1.0,0.3,1.0,1.5,14.5,DET
Tobias Harris,25,48,48,1563,7.4,16.3,.451,2.6,6.4,.409,4.8,10.0,.478,2.6,3.1,.846,0.8,4.8,5.6,2.2,0.8,0.3,1.2,2.1,20.0,DET
Luke Kennard,21,73,9,1463,5.1,11.4,.443,2.0,4.8,.415,3.1,6.6,.463,1.6,1.9,.855,0.5,3.8,4.3,3.1,1.1,0.3,1.7,2.1,13.7,DET
Avery Bradley,27,40,40,1268,6.6,16.2,.409,2.1,5.5,.381,4.5,10.7,.423,1.7,2.3,.763,0.5,2.1,2.7,2.4,1.3,0.2,2.6,2.3,17.1,DET
Reggie Jackson,27,45,45,1201,7.4,17.3,.426,1.6,5.1,.308,5.8,12.2,.475,3.4,4.0,.836,0.9,2.9,3.7,7.1,0.8,0.1,3.0,2.6,19.7,DET
Langston Galloway,26,58,2,863,5.3,14.2,.371,3.1,9.1,.344,2.1,5.1,.418,1.4,1.7,.805,0.5,3.3,3.8,2.4,1.5,0.2,0.8,1.6,15.0,DET
Blake Griffin,28,25,25,831,7.8,18.1,.433,2.0,5.8,.348,5.8,12.3,.473,3.8,4.8,.784,1.2,6.0,7.2,6.7,0.5,0.4,2.9,2.6,21.5,DET
Eric Moreland,26,67,3,805,3.0,5.5,.541,0.0,0.0,,3.0,5.5,.541,0.5,1.3,.379,3.6,8.8,12.4,3.5,1.4,2.3,1.9,5.2,6.4,DET
James Ennis,27,27,8,551,4.8,10.6,.457,1.4,4.5,.304,3.5,6.1,.570,2.2,2.8,.767,1.3,3.1,4.4,1.4,1.0,0.4,1.2,3.5,13.2,DET
Dwight Buycks,28,29,0,427,6.9,16.7,.414,1.3,3.8,.333,5.6,12.9,.438,3.0,3.5,.878,1.0,2.4,3.5,5.0,1.6,0.2,3.3,3.3,18.1,DET
Henry Ellenson,21,38,0,329,5.8,16.0,.363,2.2,6.6,.333,3.6,9.4,.384,2.7,3.2,.862,1.1,7.8,8.9,2.2,0.5,0.0,2.0,2.4,16.5,DET
Boban Marjanovic,29,19,1,171,8.6,16.6,.519,0.0,0.0,,8.6,16.6,.519,7.6,9.5,.800,3.2,8.8,12.0,2.9,0.8,1.3,4.6,5.9,24.8,DET
Jon Leuer,28,8,0,136,4.0,9.5,.417,0.0,0.8,.000,4.0,8.7,.455,3.4,4.0,.867,1.9,6.6,8.5,1.3,0.3,0.8,1.9,4.2,11.4,DET
Jameer Nelson,35,7,0,116,3.4,12.1,.282,0.3,4.3,.071,3.1,7.8,.400,0.9,0.9,1.000,0.6,1.9,2.5,7.1,1.2,0.3,3.4,4.3,8.1,DET
Willie Reed,27,3,0,9,4.0,4.0,1.000,0.0,0.0,,4.0,4.0,1.000,0.0,0.0,,0.0,4.0,4.0,4.0,0.0,0.0,0.0,12.0,8.0,DET
Luis Montero,24,2,0,8,0.0,4.5,.000,0.0,0.0,,0.0,4.5,.000,0.0,0.0,,0.0,9.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,DET
Reggie Hearn,26,3,0,7,5.1,10.3,.500,5.1,10.3,.500,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,DET
Kay Felder,22,2,0,6,6.0,24.0,.250,0.0,6.0,.000,6.0,18.0,.333,0.0,0.0,,12.0,12.0,24.0,0.0,0.0,0.0,6.0,0.0,12.0,DET
Thaddeus Young,29,81,81,2607,5.8,11.9,.487,0.8,2.5,.320,5.0,9.4,.531,0.8,1.3,.598,2.5,4.5,7.1,2.1,1.9,0.5,1.4,2.4,13.2,IND
Victor Oladipo,25,75,75,2552,9.0,18.9,.477,2.3,6.1,.371,6.8,12.8,.528,4.1,5.2,.799,0.7,4.8,5.5,4.6,2.5,0.8,3.1,2.5,24.5,IND
Bojan Bogdanovic,28,80,80,2464,5.9,12.4,.474,2.3,5.6,.402,3.6,6.8,.534,2.6,3.0,.868,0.4,3.5,3.9,1.7,0.8,0.1,1.5,1.9,16.7,IND
Cory Joseph,26,82,17,2210,4.2,9.8,.424,1.1,3.1,.353,3.1,6.7,.457,1.1,1.5,.745,0.6,3.6,4.3,4.2,1.3,0.3,1.4,2.3,10.6,IND
Darren Collison,30,69,64,2018,5.6,11.4,.495,1.7,3.7,.468,3.9,7.7,.508,2.3,2.6,.882,0.7,2.5,3.2,6.6,1.6,0.3,1.5,2.2,15.3,IND
Lance Stephenson,27,82,7,1850,5.9,13.8,.427,1.3,4.5,.289,4.6,9.3,.495,1.6,2.5,.661,1.2,7.0,8.3,4.6,0.9,0.3,2.5,3.4,14.7,IND
Myles Turner,21,65,62,1836,6.0,12.5,.479,1.1,3.1,.357,4.9,9.5,.519,3.1,4.0,.777,1.8,6.4,8.2,1.7,0.7,2.3,1.9,3.6,16.2,IND
Domantas Sabonis,21,74,19,1810,6.8,13.1,.514,0.3,0.7,.351,6.5,12.4,.524,3.3,4.5,.750,3.3,8.1,11.4,3.0,0.8,0.6,2.7,4.4,17.1,IND
Joe Young,25,53,1,558,5.2,12.0,.430,1.6,4.3,.379,3.5,7.7,.458,1.4,1.9,.759,0.8,3.3,4.1,2.5,0.9,0.1,1.7,2.5,13.4,IND
Al Jefferson,33,36,1,484,8.3,15.5,.534,0.0,0.2,.000,8.3,15.2,.541,2.2,2.7,.833,2.2,8.4,10.6,2.2,1.2,1.7,1.6,4.9,18.7,IND
T.J. Leaf,20,53,0,459,5.0,10.7,.471,1.4,3.3,.429,3.6,7.4,.489,0.8,1.3,.625,2.3,4.2,6.4,0.7,0.4,0.3,0.8,3.5,12.2,IND
Glenn Robinson,24,23,1,338,3.8,9.1,.424,1.5,3.6,.412,2.3,5.4,.431,1.0,1.2,.818,1.2,2.8,3.9,1.8,1.4,0.1,0.5,1.5,10.1,IND
Trevor Booker,30,17,1,269,5.2,11.2,.464,0.4,1.9,.214,4.8,9.4,.514,1.3,1.5,.909,4.3,6.0,10.3,2.3,0.5,0.7,1.2,3.5,12.2,IND
Damien Wilkins,38,19,1,152,3.1,9.2,.333,0.9,4.3,.222,2.1,5.0,.429,0.7,0.9,.750,1.2,2.6,3.8,2.1,0.5,0.2,1.2,1.7,7.8,IND
Alex Poythress,24,25,0,104,3.8,9.0,.423,1.4,3.8,.364,2.4,5.2,.467,0.0,0.0,,2.4,3.5,5.9,0.7,1.0,0.3,0.7,5.5,9.0,IND
Ike Anigbogu,19,11,0,30,4.8,10.8,.444,0.0,0.0,,4.8,10.8,.444,6.0,7.2,.833,6.0,4.8,10.8,0.0,1.2,3.6,2.4,1.2,15.6,IND
Ben Moore,22,2,0,9,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,4.0,4.0,4.0,0.0,0.0,0.0,16.0,0.0,IND
Edmond Sumner,22,1,0,2,18.0,18.0,1.000,0.0,0.0,,18.0,18.0,1.000,0.0,0.0,,0.0,18.0,18.0,0.0,0.0,0.0,0.0,18.0,36.0,IND
Trey McKinney-Jones,27,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND
Jayson Tatum,19,80,80,2438,5.9,12.3,.475,1.6,3.6,.434,4.3,8.8,.492,3.1,3.8,.826,0.7,5.2,5.9,1.9,1.2,0.9,1.7,2.5,16.4,BOS
Al Horford,31,72,72,2277,5.8,11.9,.489,1.5,3.6,.429,4.3,8.3,.514,1.5,1.9,.783,1.6,6.8,8.4,5.4,0.7,1.2,2.1,2.2,14.7,BOS
Jaylen Brown,21,70,70,2152,6.2,13.4,.465,2.0,5.1,.395,4.2,8.3,.507,2.5,3.9,.644,1.1,4.7,5.8,1.9,1.2,0.4,2.1,3.0,17.0,BOS
Terry Rozier,23,80,16,2068,5.5,13.9,.395,2.7,7.0,.381,2.8,6.9,.410,2.0,2.6,.772,1.1,5.4,6.5,4.0,1.4,0.3,1.4,2.1,15.7,BOS
Kyrie Irving,25,60,60,1931,10.0,20.3,.491,3.1,7.6,.408,6.9,12.7,.541,4.3,4.9,.889,0.6,3.6,4.2,5.7,1.2,0.3,2.6,2.3,27.3,BOS
Marcus Smart,23,54,11,1614,4.2,11.5,.367,1.7,5.6,.301,2.5,5.9,.429,2.2,3.0,.729,1.0,3.3,4.2,5.8,1.6,0.5,2.9,3.0,12.3,BOS
Aron Baynes,31,81,67,1485,5.1,10.8,.471,0.1,0.5,.143,5.0,10.3,.487,1.4,1.9,.756,3.2,7.4,10.5,2.3,0.5,1.2,1.9,4.8,11.7,BOS
Marcus Morris,28,54,21,1447,6.5,15.2,.429,2.1,5.8,.368,4.4,9.4,.467,3.1,3.8,.805,1.1,6.1,7.2,1.8,0.9,0.3,1.6,2.5,18.3,BOS
Semi Ojeleye,23,73,0,1150,2.0,5.9,.346,1.3,3.9,.320,0.8,2.0,.397,0.8,1.3,.610,1.2,3.9,5.0,0.6,0.7,0.1,0.8,2.8,6.1,BOS
Daniel Theis,25,63,3,936,4.8,9.0,.541,0.7,2.2,.310,4.2,6.7,.617,2.3,3.1,.753,3.5,7.1,10.5,2.2,1.2,1.8,2.2,6.0,12.7,BOS
Shane Larkin,25,54,2,775,3.9,10.2,.384,1.4,4.0,.360,2.5,6.2,.398,1.5,1.7,.865,0.7,3.6,4.3,4.6,1.3,0.1,1.5,2.7,10.7,BOS
Abdel Nader,24,48,1,522,3.4,10.3,.336,1.6,4.5,.354,1.9,5.8,.321,1.6,2.7,.590,0.9,4.0,4.9,1.8,1.0,0.7,2.3,3.1,10.1,BOS
Greg Monroe,27,26,0,496,7.6,14.4,.530,0.0,0.0,,7.6,14.4,.530,4.0,5.0,.797,3.8,8.1,12.0,4.3,2.0,1.2,3.5,3.5,19.2,BOS
Guerschon Yabusele,22,33,4,235,4.0,9.3,.426,1.8,5.7,.324,2.1,3.7,.583,2.3,3.4,.682,2.6,5.4,8.0,2.5,0.6,0.8,1.8,3.5,12.1,BOS
Jabari Bird,23,13,1,115,4.7,8.1,.577,0.9,2.2,.429,3.8,5.9,.632,1.9,4.1,.462,1.9,4.1,5.9,2.5,0.9,0.3,2.5,2.2,12.2,BOS
