"","Rk","G","Date","Age","Tm","X","Opp","X.1","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","X...","Result","Dummy"
"1",1,1,"2012-10-31","23-066","HOU","@","DET","W (+9)","1","44:04","14","25",".560","4","10",".400","5","6",".833","1","5","6","12","4","1","4","2","37","35.2","+18","W",1
"2",2,2,"2012-11-02","23-068","HOU","@","ATL","W (+7)","1","39:49","14","19",".737","2","4",".500","15","17",".882","1","6","7","2","0","0","5","3","45","34.2","+17","W",1
"3",3,3,"2012-11-03","23-069","HOU","","POR","L (-10)","1","40:43","8","24",".333","1","6",".167","7","10",".700","2","4","6","5","1","1","5","3","24","10.8","-16","L",0
"4",4,4,"2012-11-07","23-073","HOU","","DEN","L (-6)","1","38:20","5","15",".333","0","5",".000","5","7",".714","1","2","3","2","5","0","6","1","15","7.0","-6","L",0
"5",5,5,"2012-11-09","23-075","HOU","@","MEM","L (-8)","1","40:38","4","18",".222","1","6",".167","9","10",".900","2","2","4","4","0","2","5","1","18","7.4","-2","L",0
"6",6,6,"2012-11-10","23-076","HOU","","DET","W (+14)","1","35:16","6","14",".429","2","6",".333","6","7",".857","0","5","5","2","0","0","5","0","20","10.1","+11","W",1
"7",7,7,"2012-11-12","23-078","HOU","","MIA","L (-3)","1","39:50","6","17",".353","1","6",".167","9","11",".818","0","3","3","5","1","1","2","4","22","14.2","-9","L",0
"8",8,8,"2012-11-14","23-080","HOU","","NOH","W (+4)","1","39:19","10","20",".500","1","7",".143","9","11",".818","0","3","3","4","0","1","1","2","30","21.8","-2","W",1
"9",9,9,"2012-11-16","23-082","HOU","@","POR","L (-2)","1","43:26","8","18",".444","2","4",".500","11","12",".917","2","4","6","6","3","0","4","4","29","23.4","0","L",0
"10",10,10,"2012-11-18","23-084","HOU","@","LAL","L (-11)","1","38:19","7","18",".389","3","7",".429","3","5",".600","0","2","2","7","1","0","5","2","20","10.1","-10","L",0
"11",11,11,"2012-11-19","23-085","HOU","@","UTA","L (-11)","1","17:29","1","6",".167","1","2",".500","3","3","1.000","0","2","2","3","0","1","2","2","6","2.8","-13","L",0
"12",12,12,"2012-11-21","23-087","HOU","","CHI","W (+4)","1","42:25","8","14",".571","3","7",".429","9","13",".692","1","3","4","3","5","0","6","3","28","21.3","+6","W",1
"13",13,13,"2012-11-23","23-089","HOU","","NYK","W (+28)","1","39:25","7","15",".467","3","5",".600","16","16","1.000","0","4","4","9","1","1","3","3","33","30.3","+27","W",1
"14",14,14,"2012-11-27","23-093","HOU","","TOR","W (+16)","1","43:36","9","19",".474","4","8",".500","2","3",".667","1","5","6","12","3","1","4","1","24","23.8","+13","W",1
"15",15,15,"2012-11-28","23-094","HOU","@","OKC","L (-22)","1","39:27","3","16",".188","2","5",".400","9","11",".818","1","1","2","3","1","0","3","2","17","6.5","-17","L",0
"16",16,16,"2012-12-01","23-097","HOU","","UTA","W (+8)","1","39:16","7","16",".438","1","3",".333","3","3","1.000","1","1","2","7","1","0","5","2","18","10.7","-3","W",1
"17",17,17,"2012-12-04","23-100","HOU","","LAL","W (+2)","1","37:43","3","19",".158","0","4",".000","9","11",".818","5","5","10","6","1","0","4","4","15","6.7","+3","W",1
"18",18,18,"2012-12-07","23-103","HOU","@","SAS","L (-22)","1","34:26","10","16",".625","3","6",".500","6","7",".857","0","3","3","5","4","0","3","1","29","26.4","-15","L",0
"19",19,19,"2012-12-08","23-104","HOU","","DAL","L (-7)","1","45:47","10","17",".588","4","9",".444","15","16",".938","0","6","6","9","2","1","6","3","39","34.3","-7","L",0
"21",21,20,"2012-12-12","23-108","HOU","","WAS","W (+6)","1","39:18","10","20",".500","2","6",".333","9","9","1.000","1","3","4","2","3","0","5","0","31","22.0","+8","W",1
"22",22,21,"2012-12-14","23-110","HOU","","BOS","W (+12)","1","38:22","6","17",".353","2","7",".286","7","8",".875","0","5","5","5","3","0","1","1","21","17.7","+16","W",1
"23",23,22,"2012-12-16","23-112","HOU","@","TOR","L (-7)","1","41:20","7","18",".389","0","3",".000","14","15",".933","1","3","4","4","1","1","2","2","28","21.1","-2","L",0
